CUSTOMER_53,Chavez Inc,Alexander Bowman,orogers@villanueva.com,+1-627-245-0407x6042,Madisonville,2025-08-25,Basic,149,47,35.5,8,36.6,0.0,High Risk
CUSTOMER_54,Garcia-Lloyd,Jamie Khan,steven73@carter.com,485-285-4445x5856,Port Michaeltown,2025-09-07,Pro,499,0,78.6,0,76.3,85.3,Low Risk
CUSTOMER_55,Holt-Moore,Richard Barnes,connorcain@petty-campbell.com,599.432.7075,Cookside,2025-10-30,Basic,149,38,8.3,6,26.6,0.0,High Risk
CUSTOMER_56,"Roman, Martinez and Mcguire",David Miller,ashleylynch@smith.org,923.982.7154x069,Marshallfort,2025-08-23,Basic,149,2,57.6,1,88.3,81.4,Low Risk
CUSTOMER_57,"Martin, Knight and Aguilar",Candice Martin,brendarobinson@fleming-torres.org,512-413-8653,Maryview,2026-06-04,Pro,499,8,65.6,0,60.2,68.8,Medium Risk
CUSTOMER_58,"Smith, Rollins and Wang",Edward Schmidt,palexander@delgado-porter.com,301-345-0270x539,South John,2025-10-15,Basic,149,6,83.8,0,61.7,76.5,Low Risk
CUSTOMER_59,Stephens-Collins,Tracie Reed,mendozaryan@ewing.com,(550)945-2505,Williamsfurt,2026-06-26,Basic,149,4,55.9,0,67.3,71.8,Medium Risk
CUSTOMER_60,Sullivan-Vincent,Mitchell Johnson,swalsh@smith.com,388.766.5682x694,Brownstad,2025-11-04,Basic,149,4,71.5,1,92.1,85.2,Low Risk
CUSTOMER_61,Lamb PLC,Mary Cook,patricia17@robinson.com,(605)563-7795,Cherylville,2026-07-01,Basic,149,3,77.1,1,91.0,87.4,Low Risk
CUSTOMER_62,Hubbard-Cruz,Glenda Turner,benjamin83@stanley.com,(868)368-7691x92875,South Chelseyfort,2026-03-29,Enterprise,999,9,78.6,1,89.7,82.1,Low Risk
CUSTOMER_63,Mcbride Group,Erin Johnson,dgross@pearson.com,385.826.9358x4548,Sharonside,2026-03-21,Basic,149,2,76.3,2,52.5,74.5,Medium Risk
CUSTOMER_64,Rogers and Sons,Robert Manning,joel03@garcia-becker.com,001-749-587-7689x8815,Aguilarbury,2026-01-02,Pro,499,6,63.3,0,83.0,77.8,Low Risk
CUSTOMER_65,"Snyder, Mendoza and Moore",Michael Thomas,upeterson@williams.info,7812484190,Perryfort,2026-02-19,Pro,499,33,21.2,8,38.2,0.0,High Risk
CUSTOMER_66,"Rasmussen, Hoffman and Reed",Brenda Burke,poncerebecca@scott.com,654.856.5662x762,Markfort,2026-04-24,Pro,499,5,67.9,0,72.7,76.4,Low Risk
CUSTOMER_67,Harrington-Alvarez,Amanda Allison,fcole@steele-holmes.biz,+1-698-878-4014,South Danielport,2025-12-29,Enterprise,999,8,84.3,0,100.0,88.3,Low Risk
CUSTOMER_68,Pena Inc,Matthew Velez,wwhite@patel-griffith.com,(655)557-5655,Victoriaburgh,2025-08-21,Basic,149,47,18.2,9,21.5,0.0,High Risk
CUSTOMER_69,Garcia-Clark,Daniel Newton,ykelley@serrano.biz,475-331-1524,Gonzalezshire,2026-01-08,Basic,149,5,87.1,1,76.2,83.4,Low Risk
CUSTOMER_70,"Kane, Turner and Lewis",Kyle Woodward,mitchelljuan@eaton-mcdonald.com,(711)763-3841,East Jamesland,2026-06-21,Basic,149,0,41.7,1,83.9,76.9,Low Risk
CUSTOMER_71,"Powers, Washington and Strickland",Craig Baker MD,jgreen@morris.com,951.514.8821x1944,Mariefurt,2025-11-10,Basic,149,1,59.9,0,62.5,74.0,Medium Risk
CUSTOMER_72,Drake Inc,Keith Rasmussen,paulpatton@montes-miller.com,605.567.0626x2945,Mcfarlandtown,2026-01-05,Basic,149,0,69.0,2,86.8,86.1,Low Risk
CUSTOMER_73,"Hardin, Rivera and Torres",Steven Walker,yjohns@wilson.com,+1-977-805-4821,Dianaland,2026-02-18,Enterprise,999,0,73.6,1,78.5,84.6,Low Risk
CUSTOMER_74,"Wright, Roberson and Owens",David Acevedo,nelsonmelissa@floyd.org,(667)552-1810x45189,Zimmermantown,2025-09-20,Basic,149,6,69.6,1,64.6,73.2,Medium Risk
CUSTOMER_75,"Schmidt, Price and Davis",Melissa Soto,iramirez@taylor.com,496-216-3598x905,Greerview,2026-02-01,Pro,499,1,82.2,0,94.9,92.0,Low Risk
CUSTOMER_76,Wilson-Carter,Robert Shaffer,jakedavis@marshall.org,852.953.8858,Port Michellefurt,2026-01-02,Basic,149,9,70.5,3,68.1,67.6,Medium Risk
CUSTOMER_77,"Arnold, Rivera and Ray",Alicia Stewart,eharris@hale.com,848.319.2649,Billychester,2026-02-06,Pro,499,11,62.9,0,68.6,68.3,Medium Risk
CUSTOMER_78,Carter-Washington,Nicholas Fisher,edwardstanya@chavez.com,(900)769-1064,Port Diane,2026-03-16,Basic,149,2,78.6,2,78.8,84.4,Low Risk
CUSTOMER_79,Burton Group,Kimberly Allen,upayne@cardenas-rowe.org,724.349.9993,New Summerburgh,2025-12-02,Pro,499,1,63.4,0,73.6,78.9,Low Risk
CUSTOMER_80,Martin PLC,Angela Thompson,fross@miller.com,+1-678-772-5955x72208,Lindseyberg,2026-07-08,Enterprise,999,6,79.0,1,100.0,88.4,Low Risk
CUSTOMER_81,Taylor LLC,Patricia Figueroa,ejohnson@ayala.org,(594)450-8166x5074,West Jillshire,2026-05-01,Basic,149,5,74.8,2,100.0,88.1,Low Risk
CUSTOMER_82,Cohen-Webb,Lee Perkins,jadams@hernandez-thomas.info,+1-420-958-3699x77150,North Michellebury,2026-01-11,Pro,499,3,37.7,2,78.6,71.2,Medium Risk
CUSTOMER_83,Vargas Ltd,Daniel Wang,kdaniels@brooks.biz,(500)679-7058,Port Glenda,2026-03-06,Pro,499,4,84.4,2,76.8,83.7,Low Risk
CUSTOMER_84,"Johns, Thomas and Curry",Amanda Rodriguez,amandaflores@brown.info,503.230.0474x87464,Kaylatown,2025-08-11,Basic,149,0,83.5,1,96.7,93.9,Low Risk
CUSTOMER_85,"Smith, Guzman and Russo",Brian Martinez,abigail17@hampton.net,+1-736-784-8721x9579,North Mandyland,2026-06-15,Pro,499,5,66.7,2,77.7,77.8,Low Risk
CUSTOMER_86,"Smith, Griffin and Malone",Gabrielle Miller,glasskristie@allen.com,001-317-337-7443,Catherinefort,2025-12-19,Basic,149,0,87.1,1,73.5,86.9,Low Risk
CUSTOMER_87,Taylor-Combs,Courtney Davis,john66@lewis.info,911-620-2759x3437,Laneport,2025-12-30,Basic,149,3,56.1,1,49.7,66.6,Medium Risk
CUSTOMER_88,"Wilkerson, Lee and Gardner",Nicholas Torres,patrickfuentes@lewis-crawford.com,899-467-4075x012,Port Charles,2026-02-08,Enterprise,999,2,79.5,1,74.1,83.0,Low Risk
CUSTOMER_89,Johnson-Smith,Stacy Garcia,hughestodd@fitzgerald-smith.com,(965)339-9347,West Jared,2025-08-02,Pro,499,1,44.3,1,100.0,82.4,Low Risk
CUSTOMER_90,Patel Group,Antonio Morgan,pennymosley@tucker.org,339.983.3755x83506,Scottchester,2026-06-05,Basic,149,2,89.9,1,83.3,89.4,Low Risk
CUSTOMER_91,Jones-Washington,Joanne Harrison,patricia31@harris.com,4075925108,Copelandmouth,2025-09-22,Basic,149,1,80.2,3,68.4,77.6,Low Risk
CUSTOMER_92,Murphy-Santos,Troy Johnson,osuarez@cunningham.com,562.880.4030x7413,West Alexander,2026-07-05,Pro,499,0,51.0,0,81.6,78.9,Low Risk
CUSTOMER_93,Moreno LLC,Curtis Scott,ricekaren@perez-moran.com,569.369.9151x8552,New Whitney,2026-01-08,Enterprise,999,1,71.6,0,83.2,84.7,Low Risk
CUSTOMER_94,Castillo-Pollard,Nicholas Peterson,brownallison@jordan.info,624-417-0083,Sandratown,2026-02-12,Basic,149,0,57.8,0,74.1,78.3,Low Risk
CUSTOMER_95,Roman and Sons,Thomas Richardson,obutler@medina-davis.com,001-930-948-5839,Hernandezport,2025-12-11,Basic,149,4,55.5,0,69.2,72.4,Medium Risk
CUSTOMER_96,Gilbert Ltd,Tina Arias,nicholas34@johnson.com,9628131296,New Theresa,2026-02-05,Basic,149,1,64.8,1,81.6,82.1,Low Risk
CUSTOMER_97,"Jackson, Mcgee and Hall",Taylor Kelly,josephdavis@douglas-west.com,+1-401-519-3440,Rachelburgh,2026-01-07,Pro,499,3,59.2,2,76.2,76.8,Low Risk
CUSTOMER_98,Lopez-Carr,Richard Montoya,erica34@lewis.com,(630)482-7952x2215,Jenniferview,2026-04-02,Basic,149,6,73.2,1,79.7,79.6,Low Risk
CUSTOMER_99,"Lopez, Ware and Sanchez",Monica Rodriguez,james38@fritz-perez.com,934-712-2841,North Deannaport,2026-04-14,Pro,499,1,77.7,0,100.0,92.4,Low Risk
CUSTOMER_100,"Ward, Sanders and Costa",Mitchell Jackson,alyssa28@miller.com,(812)291-7971,New Williamshire,2025-07-26,Pro,499,3,67.5,1,75.7,79.1,Low Risk
CUSTOMER_101,"Benton, Cochran and Holmes",Jill Lopez,tramsey@patterson-henry.biz,(764)412-8443x373,Port Davidmouth,2026-01-11,Basic,149,4,63.4,1,100.0,85.5,Low Risk
CUSTOMER_102,Harris Group,Anna Abbott,whoover@garrett.com,(584)565-5755,Wendyfort,2025-12-03,Basic,149,3,69.1,1,67.6,76.8,Low Risk
CUSTOMER_103,"Rivera, Cruz and Wolfe",Crystal Peters,kyle61@taylor.net,216.766.8601,Jamieville,2025-09-28,Pro,499,4,64.2,2,56.1,70.4,Medium Risk
CUSTOMER_104,Pierce-Richardson,Allison Adams,fyoung@espinoza.org,680.484.6822x63886,Baxterton,2025-10-28,Enterprise,999,7,46.5,1,67.6,66.5,Medium Risk
CUSTOMER_105,Murphy-Hunt,Nicole Fitzgerald,bbennett@davis.net,001-791-204-0027x509,East Jennifershire,2025-12-30,Basic,149,33,11.7,5,39.8,10.1,High Risk
CUSTOMER_106,Miller-Smith,Sarah Andrade,sullivanrachel@pollard.org,(676)345-1054x6611,Port Amanda,2026-03-30,Pro,499,2,100.0,1,100.0,98.2,Low Risk
CUSTOMER_107,Spears Ltd,Andrew Snyder,fhughes@mejia-nelson.com,(516)277-3883,Howellville,2025-09-06,Pro,499,12,59.5,1,79.1,70.0,Medium Risk
CUSTOMER_108,Barrera and Sons,Kyle Anderson,byu@smith-henry.com,856-611-2007,Ballardton,2026-01-09,Basic,149,3,87.3,1,51.9,76.7,Low Risk
CUSTOMER_109,"Rollins, Jackson and Moore",Jennifer Morris,michael48@freeman-carr.com,252-952-8549,North Sean,2025-09-11,Pro,499,2,63.0,2,65.1,74.9,Medium Risk
CUSTOMER_110,"Payne, Brown and Andrade",Troy Bullock,woodwardtheresa@nguyen-lopez.com,875-205-8233x6039,Tommytown,2026-05-30,Pro,499,4,59.7,0,87.1,79.9,Low Risk
CUSTOMER_111,Johnson-Thornton,Sandra Gomez,dana48@edwards-parsons.net,(402)535-2511,Campbellhaven,2026-03-13,Basic,149,9,69.1,4,89.6,70.2,Medium Risk
CUSTOMER_112,Wu-Tate,Scott Ross,ashley32@cook-pineda.com,(994)203-3327,Bonillaborough,2026-02-15,Basic,149,4,58.4,2,82.3,77.8,Low Risk
CUSTOMER_113,Meyer Inc,Mr. Edward Bush DDS,connermichael@leonard.info,001-885-617-6267,Howardstad,2025-10-21,Pro,499,36,19.3,6,30.5,2.0,High Risk
CUSTOMER_114,Hall-Moreno,Kayla Porter,milleralyssa@mcdonald.biz,+1-279-575-8913x9456,North Hayley,2026-01-07,Basic,149,35,34.0,6,23.4,4.8,High Risk
CUSTOMER_115,Craig-Bryan,Julie Robinson,cheyennereed@cooper.com,(687)500-5847x235,New Brookestad,2026-04-02,Basic,149,37,32.1,12,10.5,0.0,High Risk
CUSTOMER_116,Roberts-Clark,Garrett Gardner,ericalvarado@rojas.com,898-746-7798x061,West William,2026-05-07,Basic,149,3,79.4,0,67.2,79.7,Low Risk
CUSTOMER_117,Shields-Wiggins,Laura Murillo DVM,nicole84@wheeler.com,382.510.6384x33186,West Anitafort,2025-08-21,Basic,149,6,61.9,0,48.7,65.4,Medium Risk
CUSTOMER_118,Williams LLC,Joseph Griffin,mike89@miller-soto.org,(917)516-2103x967,Matthewville,2025-08-25,Basic,149,1,73.1,0,76.1,82.7,Low Risk
CUSTOMER_119,Rice and Sons,Travis Stewart,wspence@rodriguez.biz,437.863.7648,West Rachelland,2026-02-01,Basic,149,32,23.8,7,32.3,2.9,High Risk
CUSTOMER_120,Hall Group,Amber Barrera,benjamin95@cortez.com,972.400.3718x15130,Hardystad,2025-08-10,Enterprise,999,6,73.5,5,81.2,66.7,Medium Risk
CUSTOMER_121,Bean-Wise,Jason Daugherty,bmartinez@johnson-payne.biz,974-962-7546x0608,Lake Randall,2025-12-25,Pro,499,5,48.1,0,79.7,72.9,Medium Risk
CUSTOMER_122,Black Inc,Ann Donovan,maciasmonica@mccullough.com,001-494-575-6521,South Chasechester,2026-04-17,Basic,149,0,86.3,1,77.2,87.9,Low Risk
CUSTOMER_123,Olson LLC,Robert Williams,nathanbrown@norman.com,001-239-283-9740x013,Margaretmouth,2025-08-07,Pro,499,4,88.0,1,76.7,84.7,Low Risk
CUSTOMER_124,Barrera and Sons,Michelle Williams,lsims@morris.com,415.946.5414x483,Brandonton,2026-01-08,Basic,149,1,58.5,0,71.6,76.7,Low Risk
CUSTOMER_125,Hartman PLC,Sharon Smith,michaelhardy@rivera.com,424.258.4055,Port Kevinstad,2025-10-27,Basic,149,0,60.6,0,73.0,78.7,Low Risk
CUSTOMER_126,"Richards, Kerr and Roberts",Autumn Gonzales,margaretgibson@perez.com,+1-308-215-2989x615,Leahmouth,2025-12-14,Basic,149,21,80.7,2,100.0,75.8,Low Risk
CUSTOMER_127,Olson-Sanchez,James Krueger,sandyburton@peters.com,2288860505,Kingchester,2026-01-01,Basic,149,1,62.4,0,72.9,78.4,Low Risk
CUSTOMER_128,"Jackson, Huynh and Rodriguez",Michelle Mcbride,harriswillie@russell.org,895-511-4623x663,Port Garyborough,2025-12-05,Basic,149,9,74.2,2,70.1,73.9,Medium Risk
CUSTOMER_129,Mann-Little,Brian Frank,hkelly@faulkner-oliver.org,(604)378-7705,West Tonyport,2025-09-22,Enterprise,999,0,77.1,0,81.1,86.5,Low Risk
CUSTOMER_130,Robinson-Bush,Jeffrey Duncan,catherine62@adams.com,597-751-3444,Port Frances,2026-03-29,Pro,499,1,69.0,0,100.0,89.8,Low Risk
CUSTOMER_131,Moore-Houston,Jessica Chang,steve04@jones-kelly.com,3942009794,Carmenmouth,2026-04-22,Basic,149,4,84.5,0,65.1,79.6,Low Risk
CUSTOMER_132,Jones Ltd,Tina Evans,ibrown@sloan-brown.com,(899)360-9470,Cookfurt,2026-02-19,Basic,149,2,88.4,1,62.3,81.6,Low Risk
CUSTOMER_133,Ayala-White,Vanessa Mitchell,rhayes@martin.com,+1-939-227-5176x98889,Nicholaston,2025-08-13,Basic,149,5,79.5,0,73.1,80.1,Low Risk
CUSTOMER_134,Kirby-Wallace,Amanda Mckay,williambailey@bowen.com,335-558-5032,Rodriguezhaven,2025-09-04,Basic,149,2,59.4,1,41.7,65.7,Medium Risk
CUSTOMER_135,"Murphy, Morris and Clark",Michelle Chang,vromero@chandler.com,771.552.7541x2901,Berrybury,2025-12-21,Pro,499,1,91.6,0,90.9,93.4,Low Risk
CUSTOMER_136,"Mcguire, Glenn and Henderson",Robert Jordan,susanbrown@crawford-cross.com,5205674525,New Elizabeth,2025-10-06,Basic,149,6,75.4,0,96.5,86.1,Low Risk
CUSTOMER_137,Dennis-Price,Robert Valdez,twilson@brown.com,283-523-3642x69790,Martinezberg,2025-09-23,Basic,149,6,90.0,0,85.4,86.6,Low Risk
CUSTOMER_138,Knight and Sons,Henry Ramirez,pricejennifer@sullivan.org,(781)293-7563,North Jamesland,2025-10-22,Basic,149,7,96.1,0,65.2,80.5,Low Risk
CUSTOMER_139,"Andrews, Hoffman and Harrell",Janet Oconnell,ogillespie@hunt-king.org,752-553-3409,Jesusburgh,2025-11-26,Pro,499,0,71.5,1,86.1,86.6,Low Risk
CUSTOMER_140,"Hicks, Reed and Hampton",Linda Mccarty,lunarebecca@byrd.biz,945.324.1723,East Kellyside,2025-08-29,Pro,499,0,80.4,2,82.3,87.9,Low Risk
CUSTOMER_141,Webb Inc,Lisa Dixon,hilljennifer@medina.info,001-337-535-9103x4051,Port Cristinaburgh,2026-02-10,Basic,149,40,21.4,10,29.8,0.0,High Risk
CUSTOMER_142,"Booker, Pham and Cole",Katrina Foster,clarkana@wright.com,001-409-209-0012,Peterville,2026-03-17,Basic,149,15,52.3,0,64.7,60.2,Medium Risk
CUSTOMER_143,"Stokes, Evans and Cameron",Jesse Hicks,rodney98@williams-obrien.com,454-799-0113x406,Allenbury,2026-06-27,Basic,149,0,79.6,0,88.9,90.0,Low Risk
CUSTOMER_144,Eaton Ltd,Mariah Thompson,douglaspatricia@robinson-fritz.com,+1-607-362-5450,Moorestad,2025-11-02,Basic,149,1,58.4,3,92.8,79.6,Low Risk
CUSTOMER_145,Bradley-Woods,Michael Peterson,vazquezjoshua@chavez-harper.com,493-550-6926x0826,Lake Rubenfurt,2026-02-08,Pro,499,3,64.5,3,88.0,78.0,Low Risk
CUSTOMER_146,Wilson and Sons,Kim Smith,wilsontroy@rasmussen.com,943-506-1495,West Gregorytown,2025-10-15,Pro,499,1,86.4,1,69.5,84.4,Low Risk
CUSTOMER_147,"Valenzuela, Brown and Clark",William Brady,mjacobs@king.com,503.233.6216x8947,Myersport,2025-11-03,Basic,149,6,72.2,1,70.1,75.9,Low Risk
CUSTOMER_148,Duncan and Sons,Matthew Castillo,robert62@hopkins.com,569.865.1907x829,West Sara,2025-10-06,Enterprise,999,10,60.3,1,83.1,73.4,Medium Risk
CUSTOMER_149,Guzman-Taylor,Jennifer Taylor,wward@kim.com,001-982-305-5806x4582,North Kristyton,2026-01-16,Basic,149,1,65.7,0,70.3,78.4,Low Risk
